from,to,weight,relation,participation,count
AnTa,LYSA,1,1,1,1
AnthonyB,Talk,1,1,1,1
AnthonyM,TheE,1,1,1,1
Anto,Beli,1,1,1,1
AnWe,LYSA,1,1,1,1
AnWe,LYST,1,1,1,1
AnWi,DAMN,1,1,1,1
Aoki,LYSA,1,3,1,1
Aoki,LYST,1,3,1,1
Arab,TheM,1,1,1,1
AriLe,DooW,5,1,7,10
AriLe,Unor,7,1,7,10
ArRe,Beli,1,1,1,1
ArRe,SoEx,1,1,1,1
ArtNe,TheM,1,1,1,1
AshF,LYSA,1,1,3,4
AStr,BeTr,1,1,1,1
Augu,UpAl,1,1,1,1
Avic,Ghos,1,1,1,1
Avri,Loud,1,1,1,1
AyoT,ThaC,1,1,1,1
B.o.B,DooW,1,3,1,1
Baby,Beli,1,1,1,1
Baby,KMag,1,1,1,1
Back,Kami,1,1,1,1
Bang,Talk,1,1,1,1
Bang,ThaC,1,1,1,1
Bari,Talk,1,1,1,1
BarryG,ToBe,1,1,1,1
Bawh,Revi,1,1,1,1
BeAn,MMia,7,1,7,18
Beat,UpAl,1,1,1,1
Bebe,TheM,1,1,1,1
bebl,divi,3,1,5,6
bebl,Unap,1,1,1,1
bebl,Unor,1,1,1,1
bebl,Pris,1,1,1,2
bebl,x,1,1,1,1
Beko,DAMN,1,1,1,2
BenLo,Babe,7,2,7,12
BenMa,Beli,1,1,1,1
BenMc,Nigh,7,2,7,11
BenWe,TheT,1,1,1,1
BePa,TGrS,7,2,7,22
Berr,Beli,1,1,1,1
Berr,ToBe,1,1,1,1
Berr,Guar,1,1,1,1
BertK,ToBe,1,1,1,1
Beyonc,Revi,1,3,1,1
Beyonc,Beyo,7,2,7,14
BiCu,DAMN,1,1,1,1
BigS,Beli,1,3,1,1
BillyHa,Christ,1,1,1,1
BillyHa,Merr,1,1,1,1
BillyMa,TheT,3,1,3,3
BillyMa,BeTr,1,1,1,1
BillySq,TheM,1,1,1,1
Bird,ThaC,3,1,5,7
BjUl,MMia,7,1,7,18
blac,Beli,1,1,1,1
Bloods,Pris,1,1,1,1
Blue,Take,1,1,1,1
BluJ,Unap,1,1,1,1
Bobc,Kami,1,1,1,1
BobDy,19by,1,1,1,1
BobRo,Christ,1,1,1,1
BoCh,LYSA,1,1,1,2
BoCh,LYST,1,1,1,2
Boi1,ThaC,1,1,1,1
Boi1,Kami,1,1,1,1
BoLa,Mpcl,1,1,1,1
BONN,Take,3,1,3,3
BonnieM,Pris,3,1,3,4
Bono,SoEx,7,2,7,13
Bono,DAMN,1,3,1,1
BOOT,Beyo,3,1,3,5
Bori,21by,1,1,1,1
Bran,Unde,1,1,1,1
BrBr,DAMN,1,1,1,1
BrBr,KMag,7,1,7,9
BrBr,DooW,3,1,1,2
BrBr,Unor,1,1,1,1
BrGr,ToIA,1,1,1,1
BrianEn,Mylo,1,1,1,2
BrianKe,Unap,1,1,1,1
BrianLe,BornTh,1,1,1,1
BrianS,Beyo,1,1,1,2
BrittanyT,Nigh,1,1,1,2
BrKo,DAMN,1,1,1,1
BrMa,DAMN,1,1,1,1
BrMa,KMag,7,2,7,9
BrMa,DooW,5,2,7,10
BrMa,Unor,7,2,7,10
BryanAd,ToBe,1,3,1,1
Buck,Christ,1,1,1,1
BunB,ThaC,1,3,1,2
busb,BeTr,1,1,1,2
busb,TheT,1,1,1,1
Bust,Unde,1,3,1,1
Bust,ThaC,1,3,1,2
Butc,TheT,1,1,1,1
CaFi,Revi,1,1,1,1
CAGM,KMag,1,1,1,1
Calv,Talk,1,3,1,2
Cam,ToIA,1,1,1,1
Came,Pris,1,1,1,1
Cand,Talk,1,1,1,1
Card,DAMN,1,1,1,1
CarlF,UpAl,3,1,3,3
CarlF,Take,3,1,5,6
CarlF,Midn,1,1,1,1
CarolinePo,Beyo,1,1,1,1
CarolynLe,ToBe,1,1,1,1
CCar,ToBe,1,1,1,1
CharlesS,The2,1,1,1,1
ChBr,Revi,1,1,1,1
Chec,BornTh,1,1,1,1
ChHa,DAMN,1,1,1,1
ChillyG,Rand,1,1,1,1
ChIn,TheT,1,1,1,1
ChIn,Revi,1,1,1,1
ChIn,TheM,1,1,1,1
ChJP,LYST,1,1,1,1
ChMe,BeTr,1,1,1,1
ChrisBec,Froz,5,1,7,21
ChrisBra,BornTo,1,1,1,1
ChrisBro,Unde,1,1,1,1
ChrisBro,Unap,1,3,1,1
ChrisCas,Rand,1,1,1,2
ChrisGod,The2,1,1,1,1
ChrisIv,Loud,1,1,1,1
ChrisMar,Mylo,5,2,7,14
ChrisMar,Ghos,7,2,7,9
Chuc,Talk,1,1,1,1
Cirk,Talk,1,1,1,2
Cirk,Take,1,1,1,1
Cirk,Pris,3,1,5,7
Clau,DooW,1,1,1,1
Clay,19by,1,1,1,1
Clin,BornTh,1,1,1,1
ClintBa,TheM,1,1,1,1
ClSm,ToIA,1,1,1,1
CoMa,LYSA,1,1,1,1
Cool,ThaC,1,1,1,2
Core,Loud,1,1,1,1
Cory,ThaC,1,3,1,1
CoyP,TheM,1,1,1,1
Craz,TheM,1,1,1,1
Crys,Loud,1,1,1,1
Cyri,TheM,1,1,1,1
DaBr,Huma,1,1,1,1
DaBy,Revi,1,1,1,1
DaGu,Revi,1,1,1,1
DaHa,SoEx,1,1,1,1
Dami,DooW,1,3,1,1
Damo,Beli,1,1,1,1
DanHe,BornTo,1,1,1,1
DaniaMaBi,TheM,1,1,1,1
DanielPl,Nigh,5,2,7,9
DanKa,Beli,1,1,1,1
DannyJo,Take,1,1,1,1
DannyJo,Midn,1,1,1,1
DannyW,Beli,1,1,1,1
DanRe,Nigh,7,2,7,11
DanWi,21by,3,1,3,3
DanWi,Redb,1,1,1,1
DanWi,TheT,1,1,1,1
DaPe,ToIA,1,1,1,1
DaPr,Huma,1,1,1,2
Darr,Beli,1,1,1,1
DarylBr,Rand,1,1,1,1
DaTo,DAMN,1,1,1,1
DavidBo,Guar,1,1,1,1
DavidBr,TheM,1,1,1,1
DavidFo,Merr,1,1,1,1
DavidGi,TheE,5,2,7,15
DavidGu,Unap,1,3,1,2
DavidGu,ArtP,1,1,1,1
DavidSc,TheT,1,1,1,1
DavidSn,BornTo,1,1,1,1
DaWa,DAMN,1,1,1,1
DDre,Revi,1,1,1,1
DDRo,DAMN,1,1,1,1
DDTT,ToIA,1,1,1,1
Deke,Beli,1,1,1,1
DemJ,Talk,1,1,1,1
dEnA,Revi,1,1,1,2
Denn,Beli,1,1,1,1
DennisLu,Guar,1,1,1,1
Deta,ThaC,1,1,1,1
Deta,Beyo,1,1,1,2
Dick,Merr,1,1,1,1
Dino,ArtP,3,1,5,7
Dipl,Beli,1,1,1,1
DJBu,Kami,1,1,1,1
DJDa,DAMN,3,1,5,6
DJFa,Rand,1,1,1,1
DJKh,TheT,1,1,1,1
DJKh,Revi,1,1,1,1
DJKh,TheM,1,1,1,1
DJLo,x,1,1,1,1
DJSn,BornTh,1,1,1,1
DJSn,ArtP,3,1,3,3
DJSw,LYSA,1,1,3,4
DJSw,LYST,1,1,1,2
DJWh,BornTh,3,1,5,7
DJWh,ArtP,5,1,7,11
DMC,DAMN,1,1,1,1
DMC,Revi,1,1,1,1
DMcK,divi,1,1,1,1
DOCS,LYSA,1,1,1,1
DOCS,LYST,1,1,1,1
DoJo,ToIA,1,1,1,1
DORi,Revi,1,1,1,1
DougEF,TheM,1,1,1,1
DougiePo,Take,1,1,1,1
DougiePo,Midn,1,1,1,1
Dove,Revi,1,1,1,1
Dr.Lu,Talk,1,1,1,2
Dr.Lu,Take,1,1,1,1
Dr.Lu,Pris,3,1,5,7
Drak,Loud,1,3,1,1
Drak,ThaC,1,3,1,2
Drak,Beli,1,3,1,1
Drak,Beyo,1,3,1,1
Dre,ThaC,1,1,1,2
DreM,Beyo,1,1,1,2
DVLP,ThaC,1,1,1,1
DVLP,TheM,1,1,1,1
DwSi,Kami,1,1,1,1
DYSO,LYSA,1,1,1,1
EaMu,divi,1,1,1,1
EaSh,DAMN,1,1,1,1
Eddi,ThaC,1,1,1,1
EdDr,Midn,1,1,3,3
EdDr,Four,1,1,1,1
EdSh,Redb,1,3,1,1
EdSh,Take,1,1,1,2
EdSh,divi,7,2,7,12
EdSh,repu,1,3,1,1
EdSh,Revi,1,1,1,1
EdSh,x,7,2,7,12
EdSh,Four,1,1,1,2
EgWh,21by,1,1,1,1
EgWh,19by,3,1,3,3
EgWh,InTh,3,1,1,2
Elij,Unap,1,1,1,1
Elli,Christ,1,1,1,1
Elof,Unap,1,1,1,1
ElvinBi,Guar,1,1,1,1
ElvinSm,InTh,1,1,1,1
EmeliSa,Pris,1,1,1,1
EmHa,ToIA,1,1,1,1
EmHa,Revi,1,1,1,2
EmHa,KMag,1,1,1,1
EmHa,BornTo,1,1,1,1
EmHa,TheT,1,1,1,1
EmHa,TheM,1,1,1,2
EmHa,Unor,3,1,1,2
Emin,Loud,1,3,1,1
Emin,TheT,1,3,1,1
Emin,Unap,1,3,1,1
Emin,Kami,7,2,7,13
Emin,BeTr,1,3,1,1
Emin,Revi,7,2,7,19
Emin,TheM,7,1,7,16
ErAl,Revi,1,1,1,1
ErAl,TheT,1,1,1,1
ErAl,TheM,1,1,1,1
ErBo,Kami,1,1,1,1
Erez,ArtP,1,1,1,1
EricBe,Beli,1,1,1,2
EricCa,Guar,1,1,1,1
EricDa,Beli,1,1,1,1
EricSt,Guar,1,1,1,1
EricWo,ThaC,1,1,1,1
ErikRe,ThaC,1,1,1,1
ErMc,Revi,1,1,1,1
Erne,Talk,1,1,1,1
ErSe,Revi,1,1,1,1
Eske,Unap,1,1,1,1
Este,Loud,3,1,3,4
Este,Talk,5,1,5,7
Este,Unap,1,1,1,1
Feli,Christ,1,1,1,1
Feli,Merr,1,1,1,1
Fern,BornTh,3,1,5,8
Fion,Take,1,1,1,1
Flip,Unap,1,1,1,1
Fonc,Beli,1,1,1,1
Fonc,Guar,1,1,1,1
FoVa,divi,1,1,1,2
FoVa,Huma,1,1,1,1
FoVa,x,1,1,1,2
Franc,ThaC,1,1,1,1
FrankL,Merr,1,1,1,1
FrankOc,Beyo,1,3,1,1
FranzS,Christ,1,1,1,1
FranzX,Christ,1,1,1,1
FranzX,Unde,1,1,1,1
FranzX,Merr,1,1,1,1
Fras,21by,1,1,1,1
Fras,InTh,1,1,1,1
FrBa,Kami,1,1,1,1
FrCo,Huma,1,1,1,1
FreddiePe,Beli,1,1,1,1
FreddiePe,Guar,1,1,1,1
Freq,Revi,1,1,1,1
Freq,TheM,1,1,1,1
FrFa,repu,1,1,1,1
Frod,Froz,1,1,1,1
FrWa,Kami,1,1,1,1
FrWr,Revi,1,1,1,1
Futu,Unap,1,3,1,1
Futu,repu,1,3,1,1
GaDe,Revi,1,1,1,1
Gare,Talk,1,1,1,1
Garl,The2,1,1,1,1
GarthPo,Rand,1,1,1,1
GaryLi,Redb,1,3,1,1
GaryLi,Midn,1,1,1,1
GaryLi,x,3,1,5,7
GeBr,ToIA,1,1,1,1
Geof,Talk,1,1,1,1
GeorgeNo,Unde,1,1,1,1
GeorgePo,TheM,1,1,1,1
GeorgH,Mylo,1,1,1,1
GeRe,ToIA,1,1,1,1
GeSa,Revi,1,1,1,1
GeWi,DAMN,1,1,1,1
GianPi,TheM,1,1,1,1
GiorgioMo,Rand,1,3,1,1
GiorgioTu,Unap,1,1,1,2
GiorgioTu,ArtP,1,1,1,1
GNBo,DAMN,1,1,1,1
Grae,Beli,1,1,1,1
Grah,Loud,1,1,1,1
GrahamGo,Guar,1,1,1,1
GregKu,Pris,1,1,1,2
GregKu,TheT,3,1,3,4
GregKu,BeTr,1,1,1,2
GregKu,DAMN,1,1,1,1
GregWe,Pris,1,1,1,2
GregWe,21by,1,1,1,1
GuyBe,Mylo,5,2,7,14
GuyBe,Ghos,7,2,7,9
GuyMa,Rand,7,2,7,14
GwenGo,ToBe,1,1,1,1
HarryRu,ToBe,1,1,1,1
HarrySi,Unde,1,1,1,1
HarrySt,UpAl,3,2,3,3
HarrySt,Take,1,2,1,2
HarrySt,HaSt,7,2,7,10
HarrySt,Midn,3,2,3,4
HarrySt,Four,3,2,1,4
HARV,Unde,1,1,1,1
Have,Christ,1,1,1,1
Have,Unde,1,1,1,1
Have,Merr,1,1,1,1
HaWi,Kami,1,1,1,1
Haze,Beyo,1,1,1,1
HenryO,Unde,1,1,1,1
Herb,Beli,1,1,1,1
Herv,Mpcl,3,1,3,3
HisN,LYSA,1,1,3,3
HisN,LYST,1,1,1,1
HitB,Talk,1,1,1,1
HitB,Beli,1,1,1,1
HitB,Beyo,1,1,1,1
Hitmaka,ThaC,1,1,1,1
hitman,LYSA,3,1,7,15
hitman,LYST,3,1,3,4
HoSt,KMag,1,1,1,1
Hugh,Christ,1,1,1,1
Hugh,Merr,1,1,1,1
Humb,Christ,1,1,1,1
IDaP,Kami,3,1,3,4
IDaP,Revi,1,1,1,1
Imog,1989,1,1,1,1
Infa,ThaC,1,1,1,1
InWr,Huma,1,1,1,1
Irvi,Christ,1,1,1,1
Irvi,Merr,1,1,1,1
J.Fre,Christ,1,1,1,1
J.Fre,Unde,1,1,1,1
J.Fre,Merr,1,1,1,1
JaAn,repu,3,1,5,6
JaAn,BeTr,1,1,1,2
JaAn,1989,1,1,1,2
JaBl,DAMN,1,1,1,1
JaBo,DAMN,1,1,1,1
Jacknife,Redb,1,1,1,1
Jacknife,Midn,1,1,1,1
Jaco,Beli,1,1,1,1
Jada,ThaC,1,3,1,1
JaFa,KMag,5,1,5,7
JaFa,Unap,1,1,1,1
JaFa,The2,7,1,7,12
JaFa,Beyo,3,1,3,3
JaHa,Huma,1,1,1,1
JaHo,Revi,1,1,1,1
JaJe,BeTr,1,1,1,1
JamesBa,BornTo,1,1,1,1
JamesLo,Christ,1,1,1,1
Jamiex,Talk,1,1,1,1
JannAr,ToBe,1,1,1,1
JaSc,Midn,3,1,5,9
JaSc,Four,3,1,1,7
JaSc,UpAl,1,1,1,2
JaSc,Take,1,1,1,1
JaSc,Huma,3,1,3,4
JaSw,Kami,1,1,1,1
JaTo,LYSA,1,1,1,1
JaTo,LYST,1,1,1,1
JayLi,Christ,1,1,1,1
JayW.J,Christ,1,1,1,1
JayW.J,Merr,1,1,1,1
JAYZ,Talk,1,3,1,1
JAYZ,The2,1,3,1,1
JAYZ,Beyo,1,3,1,1
JBo,Unap,1,1,1,1
JeAt,Mpcl,1,1,1,1
JeBh,HaSt,5,1,5,8
JeBh,KMag,3,1,1,2
JeBh,DooW,1,1,1,1
JeBh,TheT,1,1,1,1
JeBh,TheM,1,1,1,1
JeBh,Unor,3,1,3,3
JeffBa,Christ,1,1,1,1
JeffLy,InTh,1,1,1,1
JeffSi,19by,1,1,1,1
JeMa,DAMN,1,1,1,1
Jepp,BornTh,1,1,1,2
JeRe,Kami,1,3,1,2
JeRu,DooW,1,1,1,1
JeRv,KMag,3,1,1,2
JeWa,divi,1,1,1,1
JHar,Beli,1,1,1,1
jhop,LYSA,3,2,7,10
jhop,LYST,5,2,5,7
JiGi,ToIA,1,1,1,1
JimI,BornTo,1,1,1,1
Jimm,UpAl,1,1,1,1
JimmieGr,TheM,1,1,1,1
JimmyVa,ToBe,1,1,1,1
JimVa,ToBe,1,1,1,1
JiNa,InTh,3,1,3,3
JiNa,ToIA,5,1,5,7
JINB,LYSA,1,1,1,1
JINB,LYST,1,1,1,1
JiWa,Revi,1,1,1,1
JoanJa,Christ,1,1,1,1
JoanJe,Guar,1,1,1,1
JoCo,Huma,3,1,3,4
JoelLi,Pure,5,1,7,10
JoeWa,TheM,1,1,1,1
JoeyCh,TheM,1,1,1,1
JoFl,DAMN,1,1,1,1
JohanCa,Four,1,1,1,1
JohnFr,Christ,1,1,1,1
JohnFr,Unde,1,1,1,1
JohnHe,Merr,1,1,1,1
JohnHi,Talk,1,1,1,1
JohnHi,TheT,1,1,1,1
JohnLe,ThaC,1,3,1,1
JohnMa,Pris,1,1,1,1
JohnMe,DooW,1,1,1,1
JohnnyMa,Christ,1,1,1,1
JohnnyMc,divi,3,1,5,7
JohnnyMc,BeTr,1,1,1,1
JohnnyMc,x,3,1,3,5
JohnnyMo,Merr,1,1,1,1
JohnnyRi,ToBe,1,1,1,1
JohnWi,The2,1,1,1,1
JoIn,Revi,1,1,1,1
JoLu,Kami,1,3,1,1
Jonatha,Pris,1,1,1,1
JonBe,TheM,1,1,1,1
JonHo,Ghos,1,1,1,1
JonK,TheT,1,1,1,1
JonnyBu,Mylo,5,2,7,14
JonnyBu,Ghos,7,2,7,9
JonnyGr,Beli,1,1,1,1
Jóns,Mylo,1,1,1,1
JordanUl,Beyo,1,1,1,1
JoRy,Midn,5,1,7,11
JoRy,Four,5,1,1,9
JoRy,Take,1,1,1,1
JoRy,HaSt,1,1,1,1
JoSc,DAMN,1,1,1,1
JoseF,Christ,1,1,1,1
JosefMy,ToBe,1,1,1,1
JosephMod,TheM,1,1,1,1
JosephMoh,Christ,1,1,1,1
JosephMoh,Unde,1,1,1,1
JosephMoh,Merr,1,1,1,1
Josh,DooW,1,1,1,1
JoshMo,Nigh,3,1,3,3
JoYi,KMag,3,1,1,2
JRCo,DAMN,1,1,1,1
JRoc,The2,5,1,7,10
JRoc,Beyo,3,1,3,4
JuBl,Revi,1,1,1,1
JuBu,HaSt,1,1,1,1
JuBu,Take,1,1,1,1
JuBu,Midn,5,1,7,11
JuBu,Four,5,1,1,10
Juic,Pris,1,3,1,1
Jule,Merr,1,1,1,1
JulianCa,Rand,1,3,1,1
JulienAr,ArtP,1,1,1,1
JuMi,divi,1,1,1,1
JuMi,BeTr,1,1,1,2
JuPa,TGrS,7,2,7,22
JustinBi,Unde,5,2,5,7
JustinBi,Beli,5,1,7,12
JustinPa,BornTo,3,1,3,5
JustinPa,Unap,1,1,1,1
JustinTi,The2,7,2,7,12
JustinTi,Beyo,3,1,3,3
JusV,Kami,1,1,1,1
Juve,DAMN,1,1,1,1
KaLa,Mpcl,1,1,1,1
Kand,divi,1,1,1,1
KASS,LYSA,1,1,1,2
Kath,Unde,1,1,1,1
KatyPe,Pris,7,2,7,16
Kave,DooW,1,1,1,1
KayGe,TheM,1,1,1,1
KeBr,divi,1,1,1,1
KeGo,Kami,1,1,1,1
KeHe,Revi,1,1,1,1
KeLa,DAMN,7,2,7,14
KeLa,TheM,1,3,1,1
KellyCl,UpAl,1,1,1,1
KellyLu,Beli,1,1,1,1
Keno,ThaC,1,1,1,1
Kesi,x,1,1,1,1
KevinCol,ThaC,1,1,1,1
KevinCos,Unap,1,3,1,1
KevinMc,Unde,1,1,1,1
KevinRa,Talk,1,1,1,1
KeYW,Beyo,1,1,1,2
KiGi,DAMN,1,1,1,1
KiHa,HaSt,1,1,1,2
KimFo,Guar,1,1,1,1
KimG,Christ,1,1,1,1
Kjar,Mylo,1,1,1,1
Klas,Pris,1,1,1,2
Knan,DooW,1,1,1,1
Kook,LYSA,1,2,1,1
Kook,LYST,1,2,1,1
Kool,Take,1,1,1,1
Kris,Take,1,1,1,2
KristenAn,Froz,3,1,7,11
Labr,Unap,1,1,1,1
LadyGa,BornTh,5,2,7,14
LadyGa,ArtP,7,2,7,15
LaMa,ThaC,1,1,1,1
Lana,BornTo,7,2,7,12
LaNe,ThaC,1,1,1,1
LarryMi,Guar,1,1,1,1
LaSm,Revi,1,1,1,1
LauraGi,TheM,1,1,1,1
LaurenC,Loud,1,1,1,1
Laurence,21by,1,1,1,1
Leig,Merr,1,1,1,1
LeMi,Revi,1,1,1,1
LeMi,19by,1,1,1,1
LeoNo,TheM,1,1,1,1
LeWh,DAMN,1,1,1,1
LiamPa,UpAl,3,2,3,3
LiamPa,Take,3,2,3,3
LiamPa,Midn,3,2,5,9
LiamPa,Four,5,2,1,8
LiBa,divi,1,1,1,1
LiGo,Kami,1,1,1,1
LilW,ThaC,7,2,7,15
Lily,TheT,1,3,1,1
Lind,UpAl,1,1,1,1
LiOw,LYSA,1,1,1,1
LiOw,LYST,1,1,1,1
Livv,Unap,1,1,1,1
LizRod,TheM,1,1,1,1
LizRod,Revi,1,1,1,1
LizRod,TheT,1,1,1,1
LizRos,Redb,1,1,1,1
LLCJ,Kami,1,1,1,1
LMJr,SoEx,7,2,7,13
LMJr,DAMN,1,3,1,1
Loll,Guar,1,1,1,1
Lone,Kami,1,1,1,1
loph,LYST,1,1,1,1
Lord,ThaC,1,1,1,1
Lorde,Pure,5,2,7,10
LosD,Unap,1,1,1,1
LouB,Merr,1,1,1,1
LouisTo,UpAl,3,2,3,3
LouisTo,Take,3,2,3,3
LouisTo,Midn,5,2,7,12
LouisTo,Four,5,2,1,8
LP,Loud,1,1,1,1
Luda,Beli,1,3,1,1
LuRa,Revi,1,1,1,1
LuRe,TheM,3,1,5,6
LuRe,Kami,3,1,3,5
LuRe,Revi,1,3,3,3
Lyri,Beyo,1,1,1,2
MaAc,Revi,1,1,1,1
MaAt,Revi,1,1,1,1
MaAt,TheM,1,1,1,1
MaBa,Revi,1,1,3,3
MackG,ToBe,1,1,1,1
MackM,ThaC,3,1,5,8
MaCr,Huma,1,1,1,2
Made,ArtP,3,1,3,3
MaDi,Revi,1,1,1,1
Maej,Beli,1,1,1,1
MaFr,DAMN,1,1,1,1
Magn,Pris,1,1,1,1
MaJa,Kami,1,1,1,1
MaLa,BeTr,1,1,1,1
MalcomYo,Rock,7,2,7,11
Malo,Mpcl,3,1,3,3
MarcG,KMag,1,1,1,1
Marcos,Talk,1,1,1,1
MarcusMa,ThaC,1,1,1,1
MarcusMu,Babe,7,2,7,12
MaRe,Kami,1,1,1,1
MariahC,Christ,1,1,1,1
MariahC,Unde,1,3,1,1
MarkJa,Guar,1,1,1,1
MarkRo,Unor,1,1,1,1
MaTA,DAMN,1,1,1,1
MaTi,LYSA,1,1,1,1
Matt,UpAl,1,1,1,1
MatthewDe,TheM,1,1,1,1
MattPr,InTh,1,1,1,1
MaxM,Redb,1,1,3,3
MaxM,Beli,1,1,1,1
MaxM,TheT,1,1,1,1
MaxM,repu,3,1,7,9
MaxM,BeTr,3,1,3,4
MaxM,Pris,3,1,7,9
MaxM,1989,3,1,5,7
Mayn,Loud,1,1,1,2
MCA,TheM,1,1,1,1
MCJB,TheM,1,1,1,1
MdL,Beli,1,1,1,2
MeJF,LYSA,1,1,1,1
MeJF,Unde,1,1,1,1
MelT,Unde,1,1,1,1
Melv,Loud,1,1,1,1
Mere,Christ,1,1,1,1
MiBu,DAMN,1,1,1,1
MichaelBu,Christ,1,2,3,3
MichaelBu,ToBe,3,2,3,4
MichaelJa,Unap,1,1,1,1
Migu,Beyo,1,1,1,1
MiHe,DAMN,1,1,1,1
MiJe,Revi,1,1,1,1
MikeAi,TheM,1,1,1,1
MikeCar,DooW,1,1,1,1
MikeDal,BornTo,1,1,1,1
MikeJon,ThaC,1,1,1,1
MikePos,Beli,1,1,1,1
MikeSt,TheM,1,1,1,1
MikeSt,Revi,1,1,1,1
MikeWiL,Unap,1,1,1,1
MikeWiL,Kami,1,1,1,2
MikeWiL,DAMN,3,1,3,3
Mikke,Pris,1,1,1,2
Mikke,Loud,3,1,3,3
Mikke,Talk,3,1,3,3
Mikke,Unap,3,1,3,3
Mikke,ToIA,1,1,1,1
Mikky,Unap,1,3,1,1
MiNe,Huma,1,1,1,1
Mios,Mpcl,1,1,1,1
MiRo,HaSt,5,1,7,9
Mitchum,Unor,1,1,1,1
Mitchum,DooW,3,1,1,2
Mlay,ToIA,1,1,1,2
MLBr,LYST,1,1,1,1
MNEK,LYST,1,1,1,1
Moze,Four,1,1,1,1
MPha,TheM,1,1,1,1
MStB,Revi,1,1,1,1
MyWi,Revi,1,1,1,1
NaPa,DAMN,1,1,1,1
Nas,ThaC,1,3,1,2
Nasr,Unde,1,1,1,2
Nasr,Beli,3,1,3,3
NateRu,TheT,1,3,1,1
NateRu,TheM,1,3,1,1
NathanC,Unap,1,1,1,1
NedW,Merr,1,1,1,1
Need,DooW,1,1,1,1
NeYo,Unap,1,1,1,1
NiallHo,UpAl,3,2,3,3
NiallHo,Take,1,2,1,2
NiallHo,Midn,1,2,1,2
NiallHo,Four,1,2,1,2
NickMa,TheE,1,2,1,2
NickMo,ArtP,3,1,5,7
NickMov,19by,1,1,1,1
NickolasAs,Guar,1,1,1,1
NickTu,Unde,1,1,1,1
NickyR,Unap,1,1,1,1
NicolasMe,ArtP,1,1,1,1
NiDu,divi,1,1,1,1
NileRo,Rand,3,3,3,3
NiMi,Loud,1,3,1,1
NiMi,Beli,1,1,1,1
NiMi,LYSA,1,3,1,1
Nius,Beli,1,1,1,1
NoAo,Kami,1,1,1,1
NoCo,LYSA,1,1,1,1
NoCo,LYST,1,1,1,1
NoI.D.,Talk,1,1,1,1
NoI.D.,Unap,1,1,1,1
Norm,Guar,1,1,1,1
OAK,Unap,1,1,1,1
OGRo,TheM,1,1,1,1
Oliv,Talk,1,1,1,1
OliverFr,Four,1,1,1,2
Omen,Beyo,1,1,1,1
OnCu,Revi,1,1,1,1
ONHE,ThaC,1,1,1,1
OrGa,LYST,1,1,1,1
Orri,Mylo,1,1,1,1
Orvi,ThaC,1,1,1,1
OsHo,repu,1,1,1,1
OsHo,BeTr,1,1,1,1
OZGO,repu,1,1,1,1
P.Did,Talk,1,1,1,1
PaBe,DAMN,1,1,1,1
Park,Unap,1,1,1,1
PaRo,Kami,1,1,1,1
PaRo,Revi,1,1,1,1
PatrickJQ,Beli,1,1,1,1
